in.store,age,items,amount,region
0,28,8,306.24,2
0,74,2,473.34,2
1,40,7,705.59,1
1,44,6,894.19,1
0,48,2,92.17,2
1,32,2,259.09,3
1,41,4,135.25,1
0,44,6,2559.8,3
1,53,3,790.79,1
0,59,3,210.53,2
0,43,7,712.56,4
1,71,7,548.78,3
0,42,7,245.96,2
1,53,6,474.15,1
1,42,1,386.37,1
0,54,5,2329.9,3
0,75,2,483.23,2
1,22,2,803.49,4
0,22,6,1175.8,4
1,25,2,59.17,4
0,55,2,418.91,2
0,26,6,1640.9,4
0,21,7,2105.6,4
0,33,8,21.37,2
0,46,4,59.12,2
0,80,8,166.97,2
0,25,8,1138.5,4
1,42,2,830.14,4
0,56,2,1680.9,4
1,57,7,932.12,3
1,40,8,483.71,1
0,43,7,466.81,4
0,52,7,994.07,4
0,80,5,418.41,2
1,33,1,130.83,1
0,52,3,1670.3,3
1,65,4,260.09,1
1,64,5,331.95,3
0,56,5,1540.8,3
0,44,3,1514,3
0,56,4,2738,4
1,52,3,1582.1,4
1,70,8,509.58,1
0,58,3,80.43,2
0,20,3,2577.9,4
1,23,5,765.51,1
0,25,1,1926,1
0,45,6,239.42,4
1,40,7,816.55,1
0,72,7,126.45,2
1,51,3,646.22,4
0,36,4,2704.8,3
0,52,3,132.97,2
1,35,5,1115.3,1
1,21,5,157.89,4
0,61,6,32.41,2
1,52,6,893.78,4
0,54,4,1746.4,4
0,28,6,1697.9,4
0,23,6,959.53,3
0,36,3,281.99,2
0,20,3,2522.5,4
0,39,7,227.89,3
1,45,2,941.78,4
1,53,1,335.2,3
1,36,5,1538.3,1
0,51,1,514.96,4
0,45,5,2908.3,4
0,58,4,291.11,2
1,19,5,1148.4,1
1,52,3,1591,4
1,27,3,1952.2,4
0,37,3,2751.9,4
0,30,4,533.28,1
1,26,7,433.98,4
1,46,3,986.71,3
1,20,6,1614.7,4
1,41,4,296.49,3
1,36,4,1660.7,4
0,76,5,453.58,2
0,51,6,2808.9,3
0,56,4,121.85,2
0,59,2,392.26,2
0,42,5,2861.3,4
0,23,8,1567.4,1
0,29,4,871.29,4
0,53,5,751.03,4
0,25,4,1407.4,4
1,54,3,1007.9,4
1,41,8,1670.3,4
0,61,4,2282.7,3
0,29,7,116.3,2
1,27,3,926.55,3
1,49,2,1610.7,4
1,25,7,438.42,1
1,50,5,589.02,4
0,22,8,1982.2,3
1,42,6,864.64,4
0,31,6,180.53,2
0,55,3,529.31,3
1,32,5,52.56,4
1,25,4,82.18,1
1,44,3,927.21,3
0,36,5,1304.7,4
0,33,7,375.26,2
0,53,4,2911.2,4
0,25,6,228.96,3
0,39,6,278.84,2
1,25,2,470.46,4
0,39,7,581.68,1
0,52,5,301.2,2
0,49,4,491.44,3
1,32,8,1410.7,4
0,54,2,513.35,4
0,37,3,289.36,2
1,28,4,1690.7,4
0,59,5,2349.1,4
0,74,2,114.96,2
0,62,2,740.47,4
0,71,3,300.15,2
0,67,8,38.02,2
1,29,7,1310.9,4
1,30,7,117.81,4
0,32,8,165.29,2
1,38,4,1488.9,1
1,38,5,317.13,1
0,25,7,1727.3,4
0,46,7,854.56,3
1,28,8,234.61,1
1,28,1,186.21,4
1,28,5,1734.1,1
0,52,7,357.22,2
1,57,4,577.21,3
0,71,4,196.95,2
0,58,3,677.17,4
0,55,6,21.24,2
1,29,7,1538,4
0,39,6,106.09,3
0,51,1,2889.6,3
0,54,4,497,2
1,53,7,1062.5,4
0,36,4,2108.8,3
1,36,5,1937.6,1
0,70,6,283.55,2
0,31,1,1171.6,4
0,71,3,409.21,2
1,24,4,703.08,1
1,27,2,1385.8,4
1,60,2,845.27,3
1,58,2,363.15,3
1,34,6,264.97,3
0,20,1,856.58,4
0,34,3,1296.8,3
0,45,6,358.9,1
0,50,5,315.27,2
0,46,6,87.46,1
0,60,3,214.2,2
0,77,6,456.49,2
0,56,2,514.99,3
1,30,2,186.77,1
1,56,3,776.18,1
1,50,3,762.63,3
0,38,4,218.57,2
0,47,4,1480.8,4
0,61,6,1333.7,4
0,80,2,453.09,2
1,21,6,709.73,1
1,37,3,1565.6,4
1,47,6,120.62,1
0,77,6,297.06,2
1,70,3,239.36,3
0,34,5,84.06,1
0,38,4,411.48,1
0,84,5,343.34,2
0,41,3,344.5,2
1,32,7,650.18,1
0,85,4,108.72,2
1,39,3,1122.4,1
1,45,5,353.85,3
1,29,3,1648.5,4
1,26,6,1272,1
1,54,2,985.72,3
1,43,1,245.7,3
1,49,4,146.56,1
0,40,1,2542.4,3
1,38,5,177.84,1
0,57,1,211.07,2
1,43,3,1625.3,1
0,36,2,2751.4,4
0,57,1,131.54,2
0,50,3,440.9,2
1,27,8,729.03,4
0,45,3,175.62,2
0,25,5,296.32,3
0,31,2,2176.2,4
0,42,7,699.74,1
1,53,6,464.82,3
0,35,7,980.5,4
1,25,4,1930.9,4
0,64,7,835.07,1
0,33,4,454.05,2
1,27,1,993.11,4
1,36,4,1153.4,1
0,75,6,451.29,2
1,41,1,1256.2,1
1,39,4,235.15,4
0,22,1,698.54,4
1,54,8,1598.2,1
0,30,2,650.69,4
1,67,2,586.08,3
1,49,7,510.37,4
0,78,2,87.94,2
0,74,3,13.39,2
0,27,8,1270.2,3
0,79,8,243.88,2
0,58,7,188.73,1
0,23,5,2433.6,4
1,32,8,818.64,1
1,32,5,362.93,1
0,45,6,316.29,1
1,48,7,400.34,4
0,35,1,1274.4,4
1,46,2,1828.2,1
1,27,6,761.98,3
0,57,3,241.53,2
0,52,7,1041.8,4
0,31,6,465.16,2
0,55,6,1652.8,4
1,51,7,1384.8,4
0,71,2,230.08,2
0,58,7,203.08,2
0,31,2,672.87,4
1,26,6,886.01,1
0,28,7,166.87,2
1,47,2,1558.7,4
0,76,3,498.79,2
1,46,4,904.07,3
1,50,4,827.63,3
1,29,1,674.45,4
0,35,4,308.29,2
1,42,2,397.34,4
0,38,5,1603.4,4
0,55,8,23.4,2
1,22,4,688.7,4
0,43,2,736.31,1
0,20,5,2236.4,3
1,52,5,409.82,1
1,56,8,873.24,3
0,60,6,5.23,2
1,49,5,258.59,3
1,23,4,553.53,1
0,37,8,2914.3,3
1,27,7,1620.8,4
1,49,2,961,3
0,28,5,479.29,1
1,54,5,262.36,3
0,38,7,1396.3,1
1,32,4,398.3,1
0,41,2,1745.6,4
0,67,2,332.34,2
0,37,6,394.13,2
0,47,2,2575.2,4
1,35,6,1880.2,4
0,38,1,1038,4
0,37,5,335.97,2
0,34,3,587.53,3
0,56,5,8.56,2
0,79,3,451.49,2
0,36,8,674.73,3
0,41,8,2153.4,4
1,20,6,816.94,4
1,29,7,715.68,1
1,31,4,985.3,3
1,64,7,950.59,3
0,59,3,2468.1,3
1,46,6,1186.9,1
0,31,1,838.56,1
0,49,3,425.41,2
0,33,2,382.87,1
1,42,6,740.28,1
1,52,2,362.41,4
1,39,1,1953.5,4
0,57,3,691.9,1
0,30,1,259.92,2
0,19,1,609.49,4
0,61,2,207.16,2
0,55,3,198.18,2
0,20,7,1011.9,4
0,73,4,223.6,2
0,60,5,2285.1,4
0,82,4,63.89,2
0,72,6,139.83,2
1,68,1,383.53,1
1,54,3,401.58,1
1,36,1,571.98,4
0,56,6,1573.2,4
0,32,4,2303.8,4
0,39,3,27.25,2
0,56,2,366.97,2
0,35,5,420.8,2
0,51,4,2723.8,4
0,55,1,285.61,2
1,27,5,908.6,3
1,47,3,495.76,1
1,32,2,1090.6,4
1,40,8,1894.1,1
1,70,7,668.85,1
1,24,7,852.67,1
1,49,4,1353.5,1
0,20,6,2142.8,4
0,29,3,461.68,3
1,52,6,1838,1
0,50,5,206,2
0,73,2,455.22,2
0,36,6,1208.4,4
1,50,1,765.74,3
1,64,3,312.46,3
1,27,4,135.72,3
0,62,3,1840.5,4
1,27,7,937.26,1
1,35,3,1201.4,4
0,50,8,1863.6,4
0,41,7,2193.4,4
0,42,5,2502.4,3
0,79,4,488.7,2
1,21,2,857.82,4
0,42,3,12.37,2
1,46,8,1649.6,1
1,58,6,736.94,3
0,66,1,245.28,2
0,34,3,1066.5,4
0,69,8,356.09,2
0,38,1,210.74,2
1,54,3,1548.2,4
0,45,4,251.24,2
1,54,1,183.78,1
0,67,6,479.74,2
0,58,2,40.24,2
1,24,3,1869.4,4
0,54,2,1781.1,4
0,34,5,176.01,2
1,22,5,1407.1,4
0,53,2,1069.3,4
0,41,2,1917.5,4
1,35,6,348.59,1
0,44,4,2292.7,4
1,55,6,827.77,1
0,45,5,32.69,2
0,22,3,353.68,4
0,38,7,490.41,2
0,31,6,1592.3,3
1,46,2,588.51,4
0,54,5,423.44,2
1,27,7,1290.6,4
0,52,4,357.86,2
0,54,1,57.39,2
0,47,2,63.57,2
1,51,5,1491.7,4
1,30,8,883.6,1
0,36,3,93.11,1
0,29,2,360.95,2
0,20,7,722.93,4
1,62,2,325.3,3
0,41,3,50.5,2
0,42,5,114.49,2
0,72,7,153.62,2
0,36,6,1604.5,4
0,60,3,1573.1,4
0,35,5,187.31,2
1,42,5,102.61,3
1,47,6,502.32,1
1,50,2,872.57,1
0,51,2,464.69,2
1,31,3,457.15,4
1,43,6,918.05,4
0,45,4,360.89,2
0,50,5,685.63,4
0,56,7,729.33,4
1,19,3,1868.2,4
0,62,5,1566,4
0,42,7,904.66,4
0,45,3,493.6,1
0,19,7,537.04,4
0,57,1,462.34,2
0,60,7,244.34,4
1,70,2,375.8,3
0,49,2,1247.2,4
0,74,8,321.49,2
0,57,7,398.26,2
1,25,6,1639,1
0,80,7,429.77,2
0,52,2,212.33,2
1,29,2,413.93,3
1,61,7,187.55,3
0,28,5,2153.3,3
0,40,3,1474.2,4
0,29,2,254.49,2
1,47,7,995.91,4
0,42,7,316.97,2
1,39,5,1263.1,4
1,53,5,270.16,4
0,38,4,189.18,4
0,55,2,1136.3,4
0,47,5,460.41,2
0,56,3,84.82,2
0,30,3,270.05,2
0,68,6,16.05,2
1,29,8,1589.3,4
1,53,3,1676.6,4
0,37,2,426.97,2
0,37,6,1789.4,3
1,59,8,986.1,3
0,36,4,421.38,2
1,50,6,678.71,4
1,23,2,939.31,4
1,45,6,570.4,3
0,40,6,363.98,2
1,52,5,670.54,3
1,41,5,1802.1,4
0,84,2,385.32,2
0,55,3,1456.4,1
0,56,4,331.76,4
0,23,5,1782.1,1
0,57,4,99.47,2
1,41,4,559.64,1
1,63,5,998.13,1
1,28,6,184.21,4
1,40,2,294.82,3
0,34,6,361.4,2
1,58,3,961.74,3
1,45,3,94.83,3
0,79,5,190.99,2
1,47,5,687.66,1
0,36,7,416.65,4
0,40,3,379.99,2
0,32,7,2544.9,4
1,50,2,469.69,3
1,57,2,177.68,3
0,40,6,1750.9,4
1,44,5,1801.9,4
0,51,3,1579.1,4
1,69,5,994.78,1
0,78,2,149.24,2
0,36,5,465.02,2
1,54,4,136.34,3
0,60,3,1856.4,3
1,35,5,1434.5,4
1,73,7,677.22,3
0,55,4,712.34,1
1,26,3,1336.5,4
0,41,6,318.28,2
1,55,6,925.64,3
1,73,7,322.52,3
1,38,6,279.32,3
0,49,4,845.69,4
0,60,4,1195.7,4
0,76,8,194.97,2
0,60,6,2103,3
1,72,2,141.92,3
1,60,5,985.99,1
0,34,4,1065.1,4
0,58,5,2672.5,4
0,61,2,314.29,2
0,57,3,897.34,4
1,34,1,168.06,3
0,29,2,1238.4,3
1,41,6,770.76,3
1,42,6,378.84,4
0,40,5,164.49,1
0,72,2,395.97,2
0,36,2,324.09,2
1,28,5,1340.7,4
0,42,7,640.7,4
0,63,8,1964.1,4
0,45,2,399.01,3
0,20,1,1685.6,4
1,27,8,513.25,4
0,42,2,1888.4,4
0,35,1,352.88,2
0,35,5,2358.5,4
1,34,7,112.22,1
0,47,5,2845.2,4
0,59,2,333.64,4
1,63,4,660.08,3
1,43,4,62.7,1
0,40,6,2307.3,4
1,48,7,864.75,1
1,42,3,1814.5,4
0,82,7,153.52,2
0,25,5,1344,4
0,35,7,314.8,4
0,52,4,395.55,2
1,36,6,1304.1,4
0,19,6,1519.8,4
0,41,7,420.93,2
0,20,8,688.42,3
1,54,7,1150.5,4
1,48,8,1228.9,1
1,55,8,317.38,1
0,28,2,2209.2,4
0,56,4,330.36,2
1,30,8,519.31,1
1,48,3,874.09,1
0,31,2,1712.9,3
0,35,4,1164.3,1
1,46,2,930.82,1
1,26,3,283.91,3
0,51,2,2886.9,4
1,32,5,645.52,4
0,32,1,724.82,4
0,56,3,2582.4,3
0,71,4,140.8,2
1,44,5,960.69,1
1,48,2,282.53,4
0,19,8,423.77,3
0,32,4,328.74,3
0,55,6,2312.1,3
1,28,5,444.12,4
1,72,3,645.88,3
0,45,4,1151.1,4
0,59,3,103.92,2
0,72,7,111.35,2
0,58,4,1381.6,4
1,26,8,1558.6,4
1,19,2,70.39,4
1,25,8,989.24,1
1,55,6,1810.8,4
0,59,1,318.35,2
0,30,3,1194.8,4
0,57,2,1831,4
0,49,5,265.46,2
1,45,7,1310.6,4
1,24,6,1845.4,1
0,22,7,2927.2,4
0,59,5,438.32,2
0,20,6,382.06,3
1,52,3,500.34,4
1,20,5,1954.2,4
1,46,6,406.86,3
1,53,6,927.22,1
0,55,6,2067,4
0,62,4,206.92,2
1,63,6,244.01,3
1,38,1,499.95,1
0,49,7,178.66,2
1,55,7,801.78,3
1,42,8,463.07,3
0,57,1,835.84,3
1,40,2,518.67,3
1,21,1,705.04,4
0,36,4,1999.2,1
0,33,2,1116.8,3
0,42,5,78.64,2
1,24,3,1971.2,4
0,19,2,607.44,1
1,29,8,1612.4,4
1,55,4,803.5,1
1,67,8,329.88,1
1,26,6,925.74,4
0,26,7,920.38,3
0,30,6,1221.2,4
0,31,7,24.24,2
0,63,6,1560.1,4
0,40,6,2710.7,4
0,54,6,1869.3,1
1,49,7,1040.5,4
0,45,6,985.01,3
1,36,3,722.15,4
0,35,4,386.84,2
1,37,8,906.87,1
1,59,2,917.02,3
0,23,2,2727.4,3
0,43,6,60.52,2
1,30,6,1087.5,4
0,59,7,1339.9,4
1,44,3,167.57,1
0,42,7,2741.1,4
1,73,4,821.13,1
0,55,5,401.71,2
0,61,1,167.99,2
0,39,7,1645.2,4
0,34,6,53.15,2
1,22,2,1215.1,4
1,20,4,1207.8,4
1,41,8,142.15,1
0,35,2,107.62,2
1,67,6,476.71,1
0,85,5,264.28,2
0,59,2,2386.6,3
0,44,5,999.01,1
0,34,1,172.43,2
0,44,4,134.77,3
0,28,5,287.61,2
1,41,7,695.98,4
1,48,5,128.79,1
0,33,4,1628.7,1
0,53,4,981.1,1
1,48,5,1840.3,4
0,68,8,80.6,2
1,47,5,461.61,1
1,37,3,770.7,1
1,69,6,560.95,3
0,31,8,1873.2,4
0,23,5,2284.9,3
1,40,8,1208.7,1
1,46,3,605.92,1
1,73,7,544.43,3
0,71,6,274,2
1,36,8,307.17,4
0,30,8,1832.2,4
1,58,7,306.75,1
0,42,7,251.31,2
0,40,5,1628.8,4
0,68,1,281.11,2
1,42,1,187.8,1
1,35,4,1068,4
0,44,1,673.4,4
1,69,5,110.23,3
0,82,8,45.79,2
0,68,2,232.59,2
1,45,1,1629.5,4
1,35,4,185,4
0,45,3,508.29,4
1,40,4,783.17,1
0,28,4,2902.9,4
1,25,3,349.59,3
0,53,2,346.59,2
1,51,4,223.48,4
1,55,3,891.03,4
0,49,3,381.57,2
0,57,2,206.86,4
0,76,7,495.5,2
1,46,7,479.83,4
0,33,7,2601,4
0,59,7,1952.5,3
1,44,1,1630.6,4
1,22,1,1441.3,4
1,46,8,1188,4
1,26,7,1555.1,1
1,46,1,391.91,4
1,38,8,704.03,1
0,35,5,1955.6,3
1,51,6,1183.7,4
1,41,3,1384.5,4
0,40,4,266.46,2
1,46,2,719.03,1
1,28,5,1788.1,1
0,56,7,2008,3
1,64,5,339.85,1
0,48,2,2939.5,3
1,25,1,91.01,4
0,51,5,562.62,4
1,55,6,976.49,1
1,31,2,1270.6,4
1,47,7,821.09,1
0,42,7,1923,4
0,44,6,245.04,2
1,63,2,457.24,3
0,63,4,446.05,2
0,57,8,303.8,1
1,34,5,340.41,1
1,23,5,1777.3,1
0,56,7,1656.7,4
0,35,3,265.9,1
1,37,1,779.64,4
1,47,2,1279.9,1
1,48,7,595.64,3
0,74,2,161.4,2
1,53,7,372.35,3
0,50,3,294.6,2
1,30,3,419.9,4
1,45,3,377.34,4
0,85,3,437.7,2
1,34,3,221.04,4
0,57,7,214.77,2
1,26,7,739.58,3
1,51,6,597.27,3
0,71,4,145.05,2
1,55,1,1231.2,4
1,34,5,1273.9,4
1,36,7,533.95,4
1,42,1,424.98,4
0,69,3,267.84,2
0,72,8,965.54,1
1,47,7,1991.3,4
0,48,7,129.63,2
0,68,6,23,2
0,66,5,241.11,2
0,56,4,1498.1,4
1,25,1,123.85,1
0,34,3,133.16,2
1,51,2,560.64,3
0,35,2,2409.1,4
0,84,3,453.46,2
1,74,2,257.47,3
0,57,3,219.45,2
0,54,6,223.37,2
1,31,6,254.35,1
1,37,5,854.31,3
0,41,3,1385.3,3
1,29,5,1029,1
1,59,5,282.13,3
1,55,4,441.14,3
0,32,5,468.25,2
0,42,5,431.56,2
0,52,6,850.57,4
0,65,6,338.98,2
1,31,7,231.55,1
0,52,5,40.63,2
0,63,2,357.36,2
0,22,5,2632.2,4
0,81,4,367.07,2
0,19,5,961.15,4
1,39,6,959.57,4
0,75,7,271.42,2
0,36,5,376.46,4
1,28,8,556.42,1
1,67,2,199.33,1
0,48,8,448.86,2
0,56,3,223.21,2
1,39,4,818.7,1
1,27,7,1136.2,1
0,42,3,270.68,2
1,50,6,1262.2,4
0,32,4,289.94,2
0,61,4,431.07,3
0,70,7,432.24,2
1,28,4,83.35,3
0,39,5,1911.5,4
1,60,6,248.73,3
1,52,6,1274.3,4
1,65,2,439.49,1
0,81,1,36.81,2
1,37,2,1250.5,4
0,42,2,424.12,3
1,32,4,1860.2,4
0,31,3,2964.1,3
1,50,7,356.68,3
0,75,5,412.18,2
0,79,7,273.28,2
0,66,4,497.34,2
1,52,3,202.92,1
1,40,4,1319.7,4
0,53,5,1950.5,4
1,32,8,592.28,1
1,23,3,1494.9,1
1,44,1,684.27,4
0,48,2,167.05,2
1,71,3,509.64,3
0,53,8,1333.6,4
0,70,4,160.73,2
1,44,3,993.73,1
1,47,5,1924.9,1
1,29,1,1290.4,1
1,22,2,214.61,4
1,34,4,637.34,4
1,39,3,849.53,1
1,44,7,765.46,4
0,64,2,412.99,2
0,59,4,1987.8,4
0,26,4,2822.4,3
0,46,7,136.38,2
1,44,2,1979.6,1
1,53,4,576.26,3
0,63,8,226.05,2
1,38,5,526.52,3
0,47,4,444.7,4
0,56,5,401.44,1
0,30,1,2104.5,4
0,69,1,154.61,2
0,35,4,724.97,1
1,34,3,606.07,4
0,54,5,929.62,4
1,33,1,405.29,3
1,43,7,846.15,4
1,49,5,920.72,4
1,51,6,1395.3,4
1,67,6,237.17,1
0,54,4,435.63,2
0,46,7,1873,4
1,46,3,285.24,1
0,77,5,166.44,2
1,31,1,357.01,4
0,53,6,291.84,2
0,42,1,214.88,2
0,41,7,35.31,2
0,55,3,2632.8,3
0,41,5,382.09,2
1,48,4,79.43,4
0,43,5,2645.1,4
1,56,8,644.36,3
1,23,2,523.33,1
0,47,5,120.88,2
0,30,4,46.86,2
1,62,7,557.83,1
0,30,4,2438.9,3
1,67,7,348.23,1
0,48,5,205.85,2
0,44,2,1341.9,4
1,48,7,845.8,3
0,47,1,36.42,2
0,37,7,80.06,2
0,30,7,338.76,2
0,54,8,1070.6,4
0,36,8,1208.7,3
1,49,4,807.08,3
1,60,8,916.39,3
0,65,7,247.01,2
1,42,7,639.54,4
0,46,1,1817,4
0,68,2,267.07,2
1,29,1,380.38,4
0,53,3,331.02,2
1,34,2,775.35,3
1,58,6,714.18,3
1,23,1,580.68,4
0,65,3,227.82,2
0,34,5,168.77,1
1,53,1,1128.9,4
1,32,6,647.4,3
0,45,2,2392.7,4
0,35,2,110.57,2
0,29,7,61.44,2
0,25,6,1785.8,4
1,48,4,885.99,4
0,46,4,1211.2,4
1,26,5,784.48,4
0,40,1,2575.6,4
1,73,1,372.8,3
0,20,8,1694.5,4
0,34,4,13.12,2
0,82,6,354.5,2
1,61,3,96.47,1
1,41,1,438.22,3
0,77,6,107.64,2
1,46,1,876.71,1
0,42,6,287.35,2
0,68,5,62.92,2
1,39,6,1928.4,4
0,30,3,194.97,4
0,59,8,2213.6,3
0,32,3,461.24,2
0,54,6,2262.5,4
1,45,6,721.82,3
1,24,7,481.96,1
1,38,3,426.86,4
0,24,3,2168.6,3
0,44,7,383.93,2
0,51,3,183.76,1
1,38,2,1199.8,1
0,62,7,280.83,2
1,34,8,1383.7,4
0,74,5,5.98,2
1,33,3,214.58,1
0,45,6,2320.7,3
0,82,2,438.43,2
0,30,3,2626.2,4
0,84,4,120.78,2
1,24,3,682.82,3
1,74,7,161.64,3
0,70,1,300.25,2
0,54,6,44.98,2
1,28,1,1399.4,1
0,48,2,519.05,1
1,22,4,251.55,1
1,33,6,296.31,3
1,48,2,1285.2,4
0,34,3,2614.2,4
0,42,7,433.35,2
0,24,8,2099.8,4
0,55,4,2656.1,4
1,46,4,68.72,1
0,23,5,267.88,4
1,34,2,1293.6,4
0,35,7,1580.1,4
1,45,7,501.32,1
1,55,2,1096.4,1
0,61,2,324.07,2
1,45,4,208.74,1
1,39,5,1954,4
1,32,3,735.56,3
1,48,1,1833.3,4
1,48,7,693.13,1
0,20,7,2772.2,3
1,20,2,1805.5,4
0,59,2,2563.5,3
1,37,5,606.01,3
1,55,3,776.99,3
0,46,7,1400.4,3
1,53,2,274.25,4
0,27,3,149.38,3
0,33,3,473.6,2
1,22,3,1264.7,4
0,37,3,550.26,3
0,39,4,2709.9,4
1,30,3,314.48,3
1,49,4,1275.4,4
1,41,2,125.1,3
1,38,5,314.76,3
1,30,8,413.11,4
0,37,8,100.96,1
1,27,1,837.49,4
0,38,6,2825.2,3
0,36,4,77.21,2
0,41,5,139.38,4
0,49,7,1607.4,3
0,79,5,91.6,2
0,79,1,55.32,2
0,30,7,238.08,2
0,57,4,2017.8,4
1,71,8,59.35,3
1,21,3,1199.4,4
0,51,2,232.97,3
0,84,4,339.27,2
0,48,1,383.54,2
1,31,6,331.69,1
0,72,5,74.69,2
0,33,7,1925.5,4
0,30,2,1491.3,3
0,60,3,1143.1,3
1,22,4,871.55,4
1,58,2,865.53,1
0,56,7,2420.1,4
1,22,3,218.7,1
0,83,6,288.47,2
1,60,2,545.97,1
1,45,1,297.17,1
1,28,5,273.02,3
1,54,5,549.14,1
0,76,7,42.89,2
1,39,3,103.86,1
1,30,2,669.04,4
0,70,5,397.51,2
1,24,5,535.88,4
1,30,4,1896,4
0,55,5,1270.1,4
0,48,4,927.49,1
1,41,2,916.39,3
1,41,5,1714.4,1
1,25,5,828.64,4
1,29,3,598.54,1
0,44,5,206.04,2
0,34,5,2650.9,4
0,32,6,84.29,2
1,46,3,56.8,1
0,45,2,2298.5,3
1,52,3,778.28,4
0,70,8,32.21,2
1,64,3,863.18,1
0,33,2,458.14,2
0,57,8,820.12,4
1,47,7,759.98,3
1,32,4,1650.9,1
0,66,3,181.39,2
0,71,4,307.57,2
1,52,6,1787.1,4
1,33,8,1191.7,1
0,59,6,369.59,2
1,38,2,176.29,3
0,85,6,317.22,2
0,79,7,255.98,2
0,75,2,361.06,2
1,59,7,554.8,3
1,54,4,1458.5,4
0,80,5,368.14,2
1,26,4,984.5,4
0,69,4,127.56,2
1,45,8,795.22,3
1,28,7,1562,4
1,45,8,747.09,4
0,47,2,2700.5,4
0,69,7,712.43,1
0,27,2,643.81,1
0,27,7,2944.4,4
0,32,3,233.26,4
1,66,4,712.21,3
0,40,5,605.34,4
1,47,3,1726.4,1
0,47,2,1612.4,3
0,44,7,21.76,2
0,36,6,225.81,4
0,85,7,386.98,2
0,58,1,247.95,2
0,57,6,1570.2,4
1,59,3,148.05,1
1,54,1,78.07,1
0,74,8,327.45,2
0,62,4,314.97,2
1,27,1,1879.7,4
0,56,3,943.04,1
1,55,8,507.58,1
1,30,1,146.75,3
1,24,4,1179.7,4
1,54,6,563.44,3
0,53,8,432.22,4
0,56,8,846.27,4
1,66,4,690.64,3
0,32,8,2394.3,4
1,64,1,153.02,3
1,20,7,249.95,4
1,51,7,219.05,4
0,20,5,2755.7,4
1,34,1,962.7,4
0,54,6,127.62,1
1,37,4,524.31,3
0,62,3,329.75,2
1,62,8,738.76,1
1,24,7,243.93,4
0,35,7,428.51,2
0,48,6,395.97,2
0,41,5,75.44,2
0,50,6,2157.6,4
1,68,2,947,1
1,36,7,590.59,3
1,27,4,412.81,1
0,61,2,1906.3,4
0,29,2,1199.5,4
0,64,3,378.79,2
0,23,8,295.73,3
1,41,4,879.88,1
1,39,5,55.08,3
0,61,3,571.83,1
1,23,3,1368.2,4
1,52,7,652.79,1
0,37,6,32.18,2
0,70,3,322.71,2
0,56,3,345.05,4
0,56,3,209.89,2
0,78,7,443.18,2
0,29,5,2953.1,4
0,57,3,2762.8,4
1,53,7,399.06,1
1,34,8,881.24,1
0,63,5,190.69,2
1,71,3,610.8,1
0,31,2,172.65,2
0,30,3,148.78,2
1,31,7,482.23,4
0,37,2,308.78,2
1,68,7,713.65,1
0,31,6,1744.4,1
1,25,6,1261.3,1
0,60,2,808.44,3
1,26,7,621.72,4
1,20,8,254.63,4
0,37,3,625.03,3
0,76,4,441.48,2
0,67,3,470.13,2
1,36,6,783.92,1
0,56,3,417.23,2
1,60,7,529.53,3
1,40,6,221.38,1
0,34,2,386.02,2
0,36,6,1101.1,3
0,33,6,1668.8,3
0,44,5,984.98,4
1,28,4,1912.9,1
1,40,7,993.68,4
1,28,1,249.92,3
0,73,6,41.78,2
0,20,7,1745.9,4
1,37,6,1916.7,4
0,40,6,717.86,1
1,35,8,86.99,3
1,27,5,875.84,4
1,22,4,1050.6,4
0,48,5,411.35,2
1,30,4,632.1,1
0,25,6,234.93,3
0,48,4,1641.5,4
0,42,7,248.74,2
1,38,5,1072.5,4
0,21,2,2176.6,4
1,23,6,1953.3,4
0,32,6,857.16,1
1,49,7,983.12,3
1,44,3,1905.8,4
0,50,2,259.11,1
0,31,1,157.78,2
0,56,3,62.01,2
0,60,8,149.58,2
0,51,7,454.68,4
0,80,4,91.07,2
1,51,5,625.54,4
1,40,3,1361.4,4
1,21,5,929.03,4
0,32,8,342.96,2
0,72,5,283.59,2
0,50,7,1852.4,1
1,20,3,451.95,4
0,50,7,468.97,2
1,37,5,1697.9,4
1,25,1,1270.8,4
1,31,3,994.37,1
1,36,4,275.9,3
0,59,4,2971.4,3
0,28,7,128.58,3
1,50,7,134.97,3
0,46,7,1775.4,4
1,32,3,471.74,1
0,29,6,25.5,2
0,43,8,1654.2,3
0,57,7,1769.4,3
1,50,7,1763.9,1
1,40,6,973.49,1
0,35,4,878.13,1
1,39,1,213.62,1
0,24,4,1094.6,4
1,45,8,420.37,4
1,34,1,87.06,1
1,50,7,245.16,4
1,28,7,640.2,3
0,61,6,468.68,2
0,54,6,83.49,2
1,44,6,1577,4
1,52,7,1081.7,4
1,43,5,1647.2,4
1,42,5,108.64,3
1,35,6,1198.3,4
0,56,8,344.18,2
0,62,4,2403.8,4
0,79,7,72.03,2
0,61,1,1017.8,3
0,32,2,667.74,1
1,33,4,57.95,1
1,22,4,1260.3,4
0,31,2,364.06,2
1,26,7,572.54,4
1,41,4,101.28,3
0,51,6,1254,1
1,49,5,521.17,3
0,40,6,216.02,2
0,62,4,346.75,2
0,39,7,1369.3,4
0,19,8,2495.8,4
0,73,2,115.32,2
1,47,1,1367.1,4
0,38,4,1076.9,3
0,56,5,1047.6,3
0,46,8,2122.4,3
1,53,4,351.26,1
